X,Y,UNITDESC,ARTERIALCLASSCD,SIGNAL_TYPE_x,collision_count,streetlights,streetlights_height_avg,related_street_num,PVMTCONDINDX1_mean,SLOPE_PCT_mean,TRANCLASS_mean,SPEEDLIMIT_mean,SIGNAL_TYPE_y,COMPTYPE,CONDITION,INT_SIGNAL_TYPE_CD,PEDSIGNALYN,PEDAUDIODEVICEYN,PP_QUANTITY,PH_QUANTITY,BIKESIGNALHDYN,LTTURNSIGNALYN,RTTURNSIGNALYN,DETDEVSTOPBARYN,DETDEVADVANCEDYN,DETDEVSYSTEMYN,NUM_ATTACHMENTS
-122.35798195,47.6906103310001,1ST AVE NW AND NW 85TH ST,1.0,CITY,34,5,41.0,3.0,77.33333333333333,2.6666666666666665,0.6666666666666666,21.666666666666668,SEMI,74.0, ,CITY,N,N,4.0,16.0,N,N,N,N,N,N,0.0
-122.326820472,47.6140881270001,BELLEVUE AVE AND E PIKE ST,2.0,CITY,17,3,8.333333333333334,4.0,41.0,5.25,1.75,23.75,SEMI,74.0,FAIR,CITY,N,N,0.0,16.0,N,Y,N,N,N,N,6.0
-122.317871275,47.709789356,PINEHURST WAY NE AND ROOSEVELT S WAY NE,1.0,CITY,22,1,35.0,1.0,69.0,1.0,3.0,25.0,SEMI,74.0,POOR,CITY,N,N,6.0,12.0,N,N,N,N,N,N,0.0
-122.328591931,47.706812487,1ST AVE NE AND I5 NB 1ST AV NE OFF RP,1.0,STATE,33,0,0.0,3.0,29.33333333333333,1.3333333333333333,1.3333333333333333,26.666666666666668,SEMI,74.0, ,STATE,N,N,2.0,0.0,N,N,N,N,N,N,0.0
-122.280622039,47.533373268,M L KING JR ER WAY S AND S HOLDEN ST,1.0,HALFPED,6,1,33.0,1.0,0.0,0.0,0.0,20.0,SEMI,74.0,GOOD,HALFPED,Y,N,3.0,2.0,N,N,N,N,N,N,0.0
-122.331306048,47.544881424,EAST MARGINAL WAY S AND S MICHIGAN ST,1.0,CITY,97,1,35.0,4.0,76.0,0.0,2.5,26.25,SEMI,74.0,POOR,CITY,N,N,6.0,12.0,N,Y,N,N,Y,Y,3.0
-122.328665723,47.609836268,9TH AVE AND SENECA ST,2.0,CITY,14,2,0.0,4.0,55.75,5.0,2.25,23.75,PRE,74.0,GOOD,CITY,N,N,0.0,8.0,N,N,N,N,N,N,0.0
-122.280792792,47.531537368,M L KING JR WR WAY S AND S KENYON ST,1.0,CITY,42,2,33.0,2.0,0.0,2.0,0.0,20.0,SEMI,74.0,GOOD,CITY,N,N,10.0,16.0,N,Y,N,N,N,N,0.0
-122.314285816,47.661276979,BROOKLYN AVE NE AND NE 45TH ST,1.0,CITY,51,2,0.0,4.0,46.25,3.25,1.5,25.0,SEMI,74.0,FAIR,CITY,N,N,4.0,8.0,N,Y,N,N,N,N,0.0
-122.355452746,47.7050835410001,GREENWOOD AVE N AND HOLMAN RD N,1.0,CITY,132,2,36.5,3.0,66.33333333333333,3.6666666666666665,2.333333333333333,28.33333333333333,FULL,74.0,FAIR,CITY,N,N,8.0,16.0,N,Y,N,N,N,N,0.0
-122.322446853,47.6017034770001,8TH AVE AND YESLER WAY,2.0,NONE,23,0,0.0,2.0,79.5,9.0,1.5,25.0,SEMI,74.0, ,NONE,N,N,8.0,8.0,N,N,N,N,N,N,0.0
-122.289881247,47.555192504,M L KING JR ER WAY S AND S DAWSON ST,1.0,CITY,28,0,0.0,2.0,90.5,0.0,0.0,20.0,SEMI,74.0,GOOD,CITY,N,N,10.0,16.0,N,Y,N,N,N,N,0.0
-122.327853524,47.6184967410001,MELROSE AVE AND E DENNY WAY,1.0,CITY,53,3,38.333333333333336,2.0,15.0,7.5,1.5,22.5,SEMI,74.0,FAIR,CITY,N,N,4.0,8.0,N,N,N,N,N,N,0.0
-122.337393604,47.6126653470001,5TH AVE AND OLIVE WAY,1.0,CITY,108,1,0.0,4.0,85.75,2.5,1.25,25.0,PRE,74.0,GOOD,CITY,N,N,0.0,5.0,N,Y,N,N,N,N,0.0
-122.285443166,47.5586557870001,RAINIER AVE S AND S EDMUNDS ST,1.0,CITY,63,2,33.5,4.0,31.5,2.25,1.0,22.5,SEMI,74.0,FAIR,CITY,N,Y,6.0,8.0,N,Y,N,Y,Y,N,0.0
-122.317363221,47.675829327,ROOSEVELT WAY NE AND NE 65TH ST,1.0,CITY,59,3,43.333333333333336,4.0,69.0,3.5,2.25,25.0,SEMI,74.0,GOOD,CITY,N,N,8.0,8.0,N,Y,N,N,N,N,0.0
-122.342361267,47.6232237500001,DEXTER AVE N AND REPUBLICAN ST,1.0,NONE,29,1,40.0,4.0,44.25,3.25,1.0,23.75,FULL,74.0, ,NONE,N,N,8.0,0.0,N,N,N,N,N,N,0.0
-122.354185695,47.7232307570001,PHINNEY AVE N AND N 130TH ST,1.0,FS,0,2,45.0,3.0,41.66666666666666,1.0,2.0,23.33333333333333,SEMI,74.0,POOR,FS,N,N,0.0,0.0,N,N,N,N,N,N,0.0
-122.334188032,47.599204829,1ST AVE S AND S JACKSON ST,1.0,CITY,60,4,0.0,4.0,57.0,1.75,1.25,25.0,SEMI,74.0,POOR,CITY,N,N,0.0,8.0,N,N,N,N,N,N,0.0
-122.316928342,47.6199367070001,12TH AVE E AND E JOHN ST,2.0,CITY,52,3,43.333333333333336,4.0,54.5,4.0,1.5,25.0,PRE,74.0,GOOD,CITY,N,Y,8.0,8.0,N,N,N,N,N,N,0.0
-122.302338801,47.601667299,23RD AVE AND E YESLER WAY,1.0,CITY,51,2,32.0,3.0,67.33333333333333,3.6666666666666665,3.0,25.0,SEMI,74.0,POOR,CITY,N,N,8.0,8.0,N,N,N,N,N,Y,0.0
-122.320071296,47.638403225,10TH AVE E AND E BOSTON ST,2.0,CITY,23,4,45.0,4.0,48.5,4.75,1.0,23.75,SEMI,74.0,FAIR,CITY,N,N,8.0,8.0,N,Y,N,N,N,N,0.0
-122.367283817,47.5173788160001,27TH AVE SW AND SW ROXBURY ST,1.0,HALFPED,9,0,0.0,3.0,61.333333333333336,3.333333333333333,1.3333333333333333,23.33333333333333,SEMI,74.0,GOOD,HALFPED,Y,N,2.0,4.0,N,N,N,N,N,N,0.0
-122.360010282,47.5720954010001,SW SPOKANE ST AND WEST MARGINAL WAY SW,1.0,CITY,19,0,0.0,3.0,38.0,1.0,0.6666666666666666,26.666666666666668,FULL,74.0,POOR,CITY,N,N,9.0,20.0,N,Y,N,N,N,N,1.0
-122.339441368,47.559551776,EAST MARGINAL WAY S AND XW ALASKA,1.0,MIDXWALK,0,1,30.0,2.0,50.0,0.5,2.0,40.0,SEMI,74.0,POOR,MIDXWALK,Y,N,2.0,2.0,N,N,N,N,Y,N,3.0
-122.386422527,47.584001055,CALIFORNIA AVE SW AND SW WALKER ST,3.0,FS,5,3,36.66666666666666,4.0,48.75,2.0,1.5,22.5,SEMI,74.0,FAIR,FS,N,N,0.0,0.0,N,N,N,N,N,N,0.0
-122.360742679,47.7023995650001,3RD AVE NW AND HOLMAN RD NW,1.0,CITY,56,3,364.6666666666667,4.0,59.0,3.75,2.25,27.5,SEMI,74.0,POOR,CITY,N,N,4.0,8.0,N,Y,N,N,N,N,0.0
-122.297414682,47.5992328400001,M L KING JR WAY S AND S JACKSON ST,2.0,CITY,71,2,50.0,4.0,70.75,4.0,3.0,25.0,SEMI,74.0,FAIR,CITY,N,N,0.0,8.0,N,Y,N,N,N,N,0.0
-122.302229494,47.5978773860001,23RD AVE S AND S KING ST,1.0,HALFPED,13,2,33.5,4.0,38.75,4.5,1.5,22.5,SEMI,74.0,FAIR,HALFPED,Y,N,2.0,4.0,N,N,N,N,N,N,0.0
-122.311166347,47.615166748,E MADISON ST AND E PINE ST,1.0,CITY,11,1,40.0,3.0,49.66666666666666,5.0,2.0,25.0,SEMI,74.0,POOR,CITY,N,N,2.0,8.0,N,N,N,N,N,N,0.0
-122.313379996,47.575092555,15TH AVE S AND S HANFORD ST,2.0,HALFPED,10,3,43.333333333333336,4.0,55.25,3.25,1.5,22.5,SEMI,74.0,POOR,HALFPED,Y,N,2.0,4.0,N,N,N,N,N,N,0.0
-122.317226727,47.5974995710001,12TH AVE S AND S WELLER ST,2.0,CITY,85,4,50.25,4.0,35.25,3.0,1.5,22.5,SEMI,74.0,FAIR,CITY,N,N,12.0,8.0,N,N,N,N,N,N,0.0
-122.320906178,47.6219880720001,BROADWAY E AND E HARRISON ST,2.0,CITY,16,3,30.0,4.0,42.0,1.5,1.0,22.5,PRE,74.0,POOR,CITY,N,N,0.0,16.0,N,N,N,N,N,N,0.0
-122.345213271,47.612606457,1ST AVE AND BLANCHARD ST,2.0,CITY,43,0,0.0,4.0,19.0,5.5,2.0,22.5,PRE,74.0,FAIR,CITY,N,N,0.0,8.0,N,N,N,N,N,N,0.0
-122.270942344,47.539804001,RAINIER AVE S AND S FRONTENAC ST,1.0,CITY,12,2,45.0,4.0,48.75,1.0,1.0,22.5,SEMI,74.0,GOOD,CITY,Y,N,2.0,0.0,N,N,N,N,N,N,0.0
-122.32295136,47.686787365,5TH AVE NE AND NE 80TH ST,2.0,CITY,49,3,34.0,4.0,64.5,4.75,1.75,25.0,SEMI,74.0,FAIR,CITY,N,N,0.0,8.0,N,N,N,N,N,N,0.0
-122.348588984,47.652727504,FREMONT WAY N AND N 38TH ST,2.0,CITY,25,2,31.5,4.0,84.0,5.5,2.25,25.0,SEMI,74.0,GOOD,CITY,N,N,6.0,12.0,N,N,N,N,N,N,0.0
-122.348588984,47.652727504,FREMONT WAY N AND N 38TH ST,2.0,CITY,25,2,31.5,4.0,84.0,5.5,2.25,25.0,SEMI,74.0,FAIR,CITY,N,N,0.0,0.0,N,N,N,N,N,N,1.0
-122.29476708,47.683048365,31ST AVE NE AND NE 75TH ST,2.0,HALFPED,1,2,524.5,3.0,75.33333333333333,3.0,2.0,23.33333333333333,SEMI,74.0,GOOD,HALFPED,Y,N,2.0,2.0,N,N,N,N,N,N,0.0
-122.307616232,47.6505432760001,NE PACIFIC PL AND NE PACIFIC ST,1.0,CITY,16,1,29.0,3.0,57.66666666666666,0.6666666666666666,1.3333333333333333,25.0,SEMI,74.0,GOOD,CITY,N,N,5.0,4.0,N,Y,Y,N,N,N,0.0
-122.332130312,47.6277450150001,FAIRVIEW AVE N AND WARD ST,1.0,CITY,3,1,33.0,3.0,42.66666666666666,0.0,2.0,23.33333333333333,SEMI,74.0,FAIR,CITY,N,Y,2.0,8.0,N,N,N,N,N,N,0.0
-122.34234201,47.6254033050001,DEXTER AVE N AND ROY ST,2.0,CITY,46,1,60.0,4.0,60.5,2.75,1.0,23.75,SEMI,74.0,POOR,CITY,N,N,0.0,16.0,N,N,N,Y,Y,Y,3.0
-122.334203661,47.574385578,1ST AVE S AND S HORTON ST,1.0,CITY,48,3,53.333333333333336,4.0,35.25,0.25,2.0,25.0,SEMI,74.0,POOR,CITY,N,N,4.0,16.0,N,N,N,N,Y,N,2.0
-122.339173571,47.61372707,5TH AVE AND VIRGINIA ST,2.0,CITY,149,0,0.0,4.0,82.0,3.25,2.0,25.0,PRE,74.0,POOR,CITY,N,N,0.0,16.0,N,N,N,N,N,N,0.0
-122.334197845,47.586103769,1ST AVE S AND S HOLGATE ST,1.0,CITY,32,0,0.0,4.0,54.5,0.25,1.0,26.25,SEMI,74.0,POOR,CITY,N,N,4.0,8.0,N,Y,N,N,Y,Y,2.0
-122.301666178,47.6292676670001,24TH AVE E AND E PROSPECT ST,1.0,CITY,3,2,47.5,3.0,45.66666666666666,11.666666666666666,1.3333333333333333,23.33333333333333,SEMI,74.0,POOR,CITY,N,N,4.0,12.0,N,N,N,N,N,N,0.0
-122.341343433,47.6102747130001,1ST AVE AND STEWART ST,2.0,CITY,28,2,16.5,4.0,51.5,4.5,1.0,23.75,PRE,74.0,POOR,CITY,N,N,0.0,16.0,N,N,N,N,N,N,0.0
-122.314220434,47.613894923,14TH AVE AND E MADISON ST,1.0,CITY,33,3,40.0,4.0,54.5,4.75,1.0,25.0,PRE,74.0,POOR,CITY,N,N,0.0,24.0,N,N,N,N,N,N,0.0
-122.323750053,47.5991885970001,7TH AVE S AND S JACKSON ST,1.0,CITY,31,0,0.0,4.0,61.25,7.25,1.0,22.5,SEMI,74.0,POOR,CITY,N,N,8.0,16.0,N,N,N,N,N,N,0.0
-122.35932146,47.624592191,2ND AVE W AND W MERCER ST,1.0,CITY,24,3,46.66666666666666,4.0,32.25,3.0,1.75,23.75,PRE,74.0,POOR,CITY,N,N,8.0,16.0,N,N,N,Y,N,Y,0.0
-122.351549858,47.6163538340001,1ST AVE AND CLAY ST,2.0,CITY,16,2,16.5,4.0,41.5,4.25,1.0,22.5,PRE,74.0,GOOD,CITY,N,N,0.0,8.0,N,N,N,N,N,N,2.0
-122.376260831,47.5556017700001,35TH AVE SW AND SW DAWSON ST,1.0,NONE,1,1,40.0,4.0,43.5,4.75,1.0,22.5,SEMI,74.0, ,NONE,N,N,8.0,0.0,N,N,N,N,N,N,1.0
-122.300886916,47.663266177,25TH AVE NE AND NE 47TH ST,1.0,CITY,25,2,35.0,3.0,27.666666666666668,0.3333333333333333,2.0,23.33333333333333,SEMI,74.0,POOR,CITY,N,Y,2.0,2.0,N,Y,N,N,N,N,0.0
-122.363313884,47.5647286180001,DELRIDGE WAY SW AND SW GENESEE ST,1.0,CITY,19,2,57.5,3.0,62.0,2.6666666666666665,3.0,23.33333333333333,SEMI,74.0,POOR,CITY,N,N,4.0,6.0,N,Y,N,N,N,N,0.0
-122.308104953,47.7084876690001,19TH AVE NE AND NE NORTHGATE WAY,1.0,HALFPED,7,2,50.0,4.0,84.5,1.75,3.0,22.5,SEMI,74.0,FAIR,HALFPED,Y,N,2.0,4.0,N,N,N,N,N,N,0.0
-122.33421551,47.5534259280001,1ST AVE S AND S LUCILE ST,1.0,CITY,24,0,0.0,4.0,69.5,0.0,1.0,27.5,SEMI,74.0,POOR,CITY,N,N,7.0,16.0,N,Y,N,N,N,N,1.0
-122.386712538,47.5769938890001,CALIFORNIA AVE SW AND SW STEVENS ST,2.0,CITY,6,2,52.5,3.0,61.333333333333336,2.333333333333333,1.3333333333333333,23.33333333333333,SEMI,74.0,POOR,CITY,N,N,4.0,6.0,N,N,N,N,N,N,0.0
-122.326360524,47.599192756,6TH AVE S AND S JACKSON ST,1.0,CITY,54,1,0.0,4.0,59.75,5.5,1.0,25.0,PRE,74.0,GOOD,CITY,N,N,0.0,8.0,N,N,N,N,N,N,1.0
-122.320780367,47.6140756670001,BROADWAY AND E PIKE ST,2.0,CITY,100,2,37.5,4.0,77.75,2.0,3.0,25.0,SEMI,74.0,POOR,CITY,N,N,4.0,8.0,Y,N,N,Y,N,N,1.0
-122.307409158,47.6167327590001,19TH AVE AND E MADISON ST,1.0,CITY,75,3,41.66666666666666,4.0,49.75,4.5,2.0,25.0,SEMI,74.0,FAIR,CITY,N,N,4.0,8.0,N,N,N,N,N,N,0.0
-122.330688997,47.6070168370001,6TH AVE AND MADISON ST,1.0,CITY,97,1,0.0,4.0,50.0,7.25,3.0,25.0,PRE,74.0,GOOD,CITY,N,N,0.0,6.0,N,N,N,N,N,N,0.0
-122.332446724,47.6106141540001,7TH AVE AND UNION ST,1.0,CITY,13,2,499.5,4.0,61.75,3.0,2.25,23.75,PRE,74.0,POOR,CITY,N,N,0.0,16.0,N,N,N,N,N,N,0.0
-122.339735089,47.625393182,9TH AVE N AND ROY ST,1.0,CITY,67,0,0.0,4.0,90.5,2.25,2.25,25.0,SEMI,74.0,POOR,CITY,N,N,8.0,12.0,N,N,N,N,N,Y,0.0
-122.335574025,47.6106779030001,5TH AVE AND PIKE ST,1.0,CITY,142,0,0.0,4.0,73.75,2.0,2.0,25.0,PRE,74.0,FAIR,CITY,N,N,0.0,16.0,N,N,N,N,N,N,0.0
-122.36599301,47.6906554070001,8TH AVE NW AND NW 85TH ST,1.0,CITY,22,3,35.0,4.0,79.75,2.25,2.75,25.0,PRE,74.0,POOR,CITY,N,N,0.0,16.0,N,N,N,N,N,N,0.0
-122.321004404,47.5533510230001,AIRPORT WAY S AND S LUCILE ST,1.0,CITY,71,3,56.66666666666666,3.0,81.0,0.6666666666666666,2.0,26.666666666666668,SEMI,74.0,POOR,CITY,N,N,8.0,6.0,N,Y,N,N,N,N,45.0
-122.314914421,47.546991109,STANLEY AVE S AND S ALBRO PL,1.0,CITY,27,1,50.0,4.0,66.25,3.5,3.0,25.0,SEMI,74.0,POOR,CITY,N,N,2.0,6.0,N,N,N,N,N,N,1.0
-122.32306364,47.695867122,5TH AVE NE AND NE 92ND ST,2.0,CITY,21,3,41.66666666666666,4.0,58.0,3.5,1.0,23.75,SEMI,74.0,POOR,CITY,N,N,4.0,16.0,N,N,N,N,N,N,0.0
-122.339110501,47.5574125250001,EAST MARGINAL WAY S AND S HUDSON ST,1.0,CITY,36,1,40.0,3.0,48.333333333333336,0.0,1.3333333333333333,35.0,SEMI,74.0,POOR,CITY,N,N,2.0,4.0,N,Y,N,N,Y,N,5.0
-122.333718701,47.665035721,MERIDIAN AVE N AND N 50TH ST,1.0,CITY,59,2,45.0,4.0,41.75,3.0,3.0,25.0,SEMI,74.0,GOOD,CITY,N,N,4.0,8.0,N,N,N,N,N,N,0.0
-122.294550935,47.5628978880001,M L KING JR ER WAY S AND S OREGON ST,1.0,CITY,18,0,0.0,1.0,0.0,3.0,0.0,20.0,SEMI,74.0, ,CITY,N,N,10.0,16.0,N,Y,N,Y,Y,N,0.0
-122.375652199,47.6322524,ELLIOTT AVE W AND W GALER ST,1.0,CITY,13,1,25.0,4.0,34.0,0.25,1.0,22.5,SEMI,74.0,POOR,CITY,N,N,4.0,8.0,N,Y,Y,N,N,N,2.0
-122.285041862,47.5578486250001,RAINIER AVE S AND S FERDINAND ST,1.0,CITY,47,2,34.0,4.0,53.5,2.0,1.0,22.5,SEMI,74.0,FAIR,CITY,N,N,4.0,8.0,N,Y,N,N,N,N,0.0
-122.312650653,47.726648126,15TH AVE NE AND NE 135TH ST,1.0,CITY,40,2,517.0,5.0,59.4,2.4,0.8,22.0,SEMI,74.0,POOR,CITY,N,N,4.0,8.0,N,N,N,N,N,N,0.0
-122.263668105,47.682124065,SAND POINT WAY NE AND NE 74TH ST,2.0,CITY,32,2,45.0,3.0,50.0,2.333333333333333,2.333333333333333,25.0,SEMI,74.0,POOR,CITY,N,N,6.0,6.0,N,Y,Y,N,N,N,0.0
-122.355515915,47.7141587830001,GREENWOOD AVE N AND N 117TH ST,1.0,CITY,23,3,46.66666666666666,4.0,81.5,3.0,1.0,25.0,SEMI,74.0,FAIR,CITY,N,N,8.0,8.0,N,N,N,N,N,N,0.0
-122.344492004,47.684767703,AURORA AVE N AND N 77TH ST,1.0,CITY,19,3,41.66666666666666,4.0,26.75,3.25,1.0,25.0,SEMI,74.0,POOR,CITY,N,N,4.0,16.0,N,Y,N,N,Y,Y,16.0
-122.355567237,47.732314242,GREENWOOD AVE N AND N 143RD ST,1.0,CITY,31,1,55.0,4.0,50.0,3.5,1.0,25.0,SEMI,74.0,FAIR,CITY,N,N,8.0,8.0,N,N,N,N,N,N,2.0
-122.303813172,47.675776086,RAVENNA AVE NE AND NE 65TH ST,2.0,CITY,23,4,38.75,4.0,64.75,2.25,1.0,22.5,SEMI,74.0,FAIR,CITY,N,N,4.0,8.0,N,N,N,N,N,N,0.0
-122.360877256,47.6508292070001,3RD AVE W AND W NICKERSON ST,1.0,CITY,42,3,75.0,4.0,69.75,0.5,1.75,23.75,SEMI,74.0,POOR,CITY,N,N,0.0,14.0,N,Y,N,N,N,N,0.0
-122.351186004,47.6128137520001,ALASKAN WAY AND WALL ST,1.0,CITY,17,0,0.0,3.0,61.0,2.6666666666666665,3.0,25.0,SEMI,74.0,POOR,CITY,N,N,4.0,16.0,N,N,N,N,N,N,36.0
-122.341333145,47.6138311870001,4TH AVE AND LENORA ST,1.0,CITY,42,0,0.0,4.0,70.5,2.25,1.25,25.0,PRE,74.0,POOR,CITY,N,N,0.0,16.0,Y,N,N,N,N,N,0.0
-122.347813196,47.6141440960001,1ST AVE AND BATTERY ST,2.0,NONE,51,0,0.0,4.0,60.25,4.0,1.75,23.75,FULL,74.0, ,NONE,N,N,8.0,0.0,N,N,N,N,N,N,0.0
-122.387195382,47.5466827380001,CALIFORNIA AVE SW AND SW GRAHAM ST,2.0,CITY,19,4,40.0,4.0,63.5,2.5,1.0,25.0,SEMI,74.0,FAIR,CITY,N,N,4.0,8.0,N,N,N,N,N,N,1.0
-122.372534128,47.5446530820001,SYLVAN WAY SW AND SW MORGAN W ST,1.0,CITY,10,2,33.0,1.0,92.0,1.0,3.0,25.0,FULL,74.0, ,CITY,N,N,8.0,0.0,N,N,N,N,N,N,0.0
-122.298150714,47.5783500430001,RAINIER AVE S AND S MCCLELLAN ST,1.0,CITY,80,3,46.0,4.0,57.25,1.5,1.25,25.0,SEMI,74.0,FAIR,CITY,N,N,8.0,16.0,N,Y,N,N,N,N,0.0
-122.327624255,47.6053401770001,7TH AVE AND CHERRY ST,1.0,STATE,25,4,15.0,4.0,41.25,6.5,0.0,23.75,FULL,74.0,FAIR,STATE,N,N,8.0,16.0,N,N,N,N,N,N,1.0
-122.31758134,47.6976550750001,ROOSEVELT WAY NE AND NE 95TH ST,1.0,HALFPED,9,1,35.0,4.0,84.75,2.5,1.5,22.5,SEMI,74.0,POOR,HALFPED,Y,N,2.0,4.0,N,N,N,N,N,N,0.0
-122.290192678,47.6685116560001,35TH AVE NE AND NE 55TH ST,2.0,CITY,26,3,42.66666666666666,4.0,71.0,5.25,2.5,25.0,SEMI,74.0,FAIR,CITY,N,N,4.0,8.0,N,N,N,N,N,N,0.0
-122.289055313,47.5534603020001,M L KING JR ER WAY S AND S BRANDON ST,1.0,CITY,17,1,33.0,2.0,13.0,3.5,0.0,20.0,SEMI,74.0,GOOD,CITY,N,N,10.0,16.0,N,N,N,N,N,N,0.0
-122.30276301,47.6090191390001,23RD AVE AND E COLUMBIA ST,1.0,NONE,13,1,35.0,4.0,69.75,3.0,1.0,22.5,SEMI,74.0, ,NONE,N,N,6.0,4.0,N,N,N,N,N,N,0.0
-122.336405541,47.6869183110001,WALLINGFORD AVE N AND N 80TH ST,2.0,CITY,14,3,43.333333333333336,4.0,50.0,3.5,2.25,25.0,SEMI,74.0,POOR,CITY,N,N,4.0,6.0,N,N,N,N,N,N,0.0
-122.327666995,47.5991949240001,5TH AVE S AND S JACKSON ST,1.0,CITY,61,0,0.0,4.0,71.25,5.25,2.25,25.0,SEMI,74.0,POOR,CITY,N,N,10.0,8.0,Y,N,N,N,N,N,0.0
-122.32139281,47.5862047570001,AIRPORT WAY S AND S HOLGATE S ST,1.0,CITY,13,1,40.0,2.0,79.0,1.0,2.0,30.0,SEMI,74.0,POOR,CITY,N,N,6.0,8.0,N,N,N,N,Y,Y,35.0
-122.376380784,47.675962267,15TH AVE NW AND NW 65TH ST,1.0,CITY,30,2,32.5,4.0,70.25,2.75,1.5,27.5,SEMI,74.0,POOR,CITY,N,N,8.0,8.0,N,Y,N,N,Y,Y,1.0
-122.370626011,47.5713678000001,SW AVALON WAY AND SW SPOKANE SR ST,2.0,CITY,29,2,514.5,2.0,57.0,1.0,2.0,25.0,FULL,74.0,POOR,CITY,N,N,10.0,16.0,N,Y,N,N,N,N,0.0
-122.350615986,47.615801612,1ST AVE AND CEDAR ST,2.0,CITY,21,2,14.0,4.0,33.0,4.25,2.5,22.5,PRE,74.0,POOR,CITY,N,N,0.0,16.0,N,N,N,N,N,N,0.0
-122.325895356,47.6382470620001,EASTLAKE AVE E AND E BOSTON ST,1.0,HALFPED,14,1,35.0,4.0,10.0,6.25,1.0,22.5,SEMI,74.0,POOR,HALFPED,Y,N,2.0,4.0,N,N,N,N,N,N,0.0
-122.320737352,47.601700355,BROADWAY AND YESLER WAY,2.0,CITY,14,0,0.0,2.0,94.0,6.0,3.0,25.0,SEMI,74.0,FAIR,CITY,N,N,4.0,12.0,N,N,N,N,N,N,1.0
-122.385458078,47.5610718520001,42ND AVE SW AND SW ALASKA ST,2.0,CITY,47,3,30.0,4.0,42.5,3.0,1.0,22.5,SEMI,74.0,FAIR,CITY,N,N,8.0,8.0,N,N,N,N,N,N,0.0
-122.336281838,47.613130126,6TH AVE AND OLIVE WAY,1.0,CITY,39,6,11.666666666666666,4.0,62.0,2.25,2.0,25.0,PRE,74.0,FAIR,CITY,N,N,0.0,8.0,N,N,N,N,N,N,0.0
-122.335129274,47.605159321,2ND AVE AND MADISON ST,1.0,CITY,66,0,0.0,4.0,51.5,6.75,2.0,25.0,PRE,74.0,FAIR,CITY,N,N,0.0,16.0,Y,N,N,N,N,N,0.0
-122.304159293,47.618086433,E DENNY WAY AND E MADISON ST,1.0,CITY,14,3,45.0,3.0,28.0,1.6666666666666667,2.0,23.33333333333333,SEMI,74.0,POOR,CITY,N,N,6.0,16.0,N,N,N,N,N,N,0.0
-122.315667599,47.6794521640001,12TH AVE NE AND NE 70TH ST,1.0,CITY,25,4,42.5,4.0,60.0,3.5,1.5,23.75,SEMI,74.0,POOR,CITY,N,N,4.0,16.0,N,N,N,N,N,N,0.0
-122.354474745,47.652245964,PHINNEY AVE N AND N 36TH ST,1.0,CITY,32,2,47.5,4.0,50.5,3.25,1.0,22.5,SEMI,74.0,GOOD,CITY,Y,N,12.0,8.0,N,N,N,N,N,N,0.0
-122.304097548,47.6439612720001,MONTLAKE BLVD E AND EAST MONTLAKE PL E,1.0,CITY,40,0,0.0,2.0,56.5,1.5,2.0,27.5,SEMI,74.0,FAIR,CITY,N,N,6.0,0.0,N,Y,N,N,N,N,0.0
-122.270274017,47.5369578770001,RAINIER AVE S AND S OTHELLO ST,1.0,CITY,69,2,34.5,4.0,66.5,4.0,2.5,25.0,SEMI,74.0,FAIR,CITY,N,N,8.0,8.0,N,Y,N,N,N,N,0.0
-122.320762378,47.6129633630001,BROADWAY AND E UNION ST,2.0,CITY,64,2,44.0,4.0,80.5,3.25,3.0,25.0,SEMI,74.0,GOOD,CITY,N,Y,8.0,8.0,Y,Y,N,N,N,N,1.0
-122.325595633,47.734069199,145TH ST ON RP AND NE 145TH ST,1.0,STATE,50,1,35.0,3.0,36.66666666666666,4.0,2.0,33.333333333333336,SEMI,74.0, ,STATE,N,N,0.0,0.0,N,N,N,N,N,N,0.0
-122.333993044,47.708663066,MERIDIAN AVE N AND N NORTHGATE WAY,1.0,CITY,59,2,35.0,4.0,93.25,4.0,2.5,25.0,FULL,74.0,FAIR,CITY,N,N,4.0,8.0,N,Y,N,N,N,N,0.0
-122.385455094,47.5628746410001,42ND AVE SW AND SW OREGON ST,2.0,CITY,9,2,52.5,4.0,70.5,4.25,0.0,22.5,SEMI,74.0,GOOD,CITY,N,N,4.0,8.0,N,N,N,N,N,N,0.0
-122.320206383,47.6322783970001,10TH AVE E AND E GALER ST,2.0,HALFPED,2,2,42.5,3.0,8.333333333333334,1.3333333333333333,1.3333333333333333,23.33333333333333,SEMI,74.0,POOR,HALFPED,Y,N,4.0,2.0,N,N,N,N,N,N,0.0
-122.318100113,47.612277756,11TH AVE AND E MADISON ST,1.0,CITY,11,2,35.0,3.0,70.33333333333333,1.3333333333333333,3.0,25.0,SEMI,74.0,POOR,CITY,N,N,2.0,8.0,N,N,N,N,N,N,0.0
-122.321852225,47.6758670770001,NE 65TH ST AND NE RAVENNA WB BV,1.0,CITY,24,2,44.0,2.0,79.0,0.5,2.0,25.0,SEMI,74.0,FAIR,CITY,N,N,4.0,12.0,N,Y,N,N,N,N,0.0
-122.349905352,47.654140263,FREMONT AVE N AND FREMONT WAY N,2.0,CITY,30,3,51.66666666666666,3.0,56.0,5.0,3.0,25.0,FULL,74.0,FAIR,CITY,N,N,8.0,8.0,N,Y,Y,N,N,N,0.0
